section	code	gfs_code	text_name	text_thai	text_1	text_2	text_3	text_4	text_5
info	inf08	NU016	Zinc	สังกะสี	สังกะสี (Zinc) เป็นแร่ธาตุที่สำคัญในกระบวนการทำงานต่างๆ ของเซลล์ เป็นส่วนประกอบของดีเอ็นเอ โปรตีน และเป็นส่วนประกอบของเอนไซม์กว่า 100 ชนิด สังกะสีมีส่วนสำคัญในการเจริญของเส้นผม และช่วยในการทำงานของต่อมไขมันที่รากผม	เมื่อร่างกายขาดสังกะสี อาจส่งผลให้ผมร่วง ผิวแห้งลอก แผลหายช้า ผิวอักเสบง่าย การรับรสผิดปกติ	สังกะสีพบได้ในอาหาร เช่น หอยนางรม เนื้อสัตว์ ตับ ไข่ นม ข้าวกล้อง เมล็ดทานตะวัน เมล็ดพืช มันฝรั่ง ผักใบเขียวต่างๆ ผลไม้ เช่น มะม่วง สับปะรด	Zinc. NIH Office of Dietary Supplements. https://ods.od.nih.gov/factsheets/Zinc-Consumer/.	-
info	inf09	NU017	Biotin	ไบโอติน	ไบโอติน (Biotin) หรือวิตามินบี 7 เป็นตัวช่วยในการนำคาร์โบไฮเดรต ไขมัน และโปรตีน เปลี่ยนไปเป็นพลังงานให้ร่างกาย และช่วยในการสร้าง keratin ซึ่งเป็นส่วนประกอบสำคัญของเส้นผม ผิวหนัง และเล็บ	เมื่อร่างกายขาดไบโอติน อาจส่งผลให้ผมร่วง มีผื่นผิวหนัง หรือเล็บเปราะแตกง่าย ผู้ที่เสี่ยงต่อการขาดไบโอติน ได้แก่ หญิงตั้งครรภ์ หรือให้นมบุตร คนที่ดื่มแอลกอฮอล์เป็นระยะเวลานาน และคนที่เป็นโรคพันธุกรรมบางประเภท	ไบโอตินพบได้ในอาหารหลากหลายชนิด เช่น เนื้อสัตว์ ไข่ ตับ ถั่ว	Biotin. NIH Office of Dietary Supplements. https://ods.od.nih.gov/factsheets/Biotin-Consumer/.	-
info	inf10	SK011	Dry Skin	ภาวะผิวแห้ง	โดยปกติ ร่างกายมีกลไกรักษาความชุ่มชื่นภายในผิว จากโครงสร้างของชั้นผิวหนังที่มีลักษณะเฉพาะ การที่มีสารที่ให้ความชุ่มชื้นตามธรรมชาติ ไขมันในชั้นผิวหนัง และการส่งผ่านน้ำระหว่างเซลล์ เมื่อเกิดความผิดปกติในกลไกดังกล่าว ความชุ่มชื้นภายในผิวลดลง จะทำให้เกิดภาวะผิวแห้ง (Xerosis and Ichthyosis) โดยจะมีอาการผิวแห้งตึง ขาดความยืดหยุ่น ผิวดูหยาบ เห็นริ้วชัดขึ้น เป็นขุย ลอก คัน บางรายเป็นมากจนมีผิวแตก แดงอักเสบร่วมด้วยได้ และอาจเพิ่มความเสี่ยงต่อภาวะผิวบอบบาง แพ้ง่าย โดยคนที่มีหนังศีรษะที่แห้ง คัน และเกาบริเวณศีรษะมากเกิน อาจส่งผลให้เกิดผมร่วงได้	Dry skin: Overview. American Academy of Dermatology. https://www.aad.org/public/diseases/a-z/dry-skin-overview.	-	-	-
info	inf11	SK012	Psoriasis	สะเก็ดเงิน	สะเก็ดเงิน (Psoriasis) เป็นโรคที่มีการอักเสบเรื้อรังของผิวหนัง สาเหตุเกิดจากหลายปัจจัยร่วมกัน ได้แก่ พันธุกรรม ความผิดปกติของระบบภูมิคุ้มกันและปัจจัยกระตุ้นภายนอก เช่น การบาดเจ็บหรือเจ็บป่วย การติดเชื้อ ยาบางชนิด เป็นต้น ทำให้มีผู้ป่วยโรคสะเก็ดเงินมีการแบ่งตัวของเซลล์ผิวหนังเร็วผิดปกติ ^ผื่นผิวหนังจากโรคสะเก็ดเงิน พบได้หลายแบบ เช่น ผื่นแดงหนา ขอบเขตชัด ขุยหนาสีขาวหรือสีเงิน ตุ่มหนองกระจายบนผิวหนังที่มีการอักเสบแดง โดยมักพบบริเวณหนังศีรษะ ลำตัว แขนขา โดยเฉพาะบริเวณ ข้อศอก และหัวเข่าซึ่งเป็นบริเวณที่มีการเสียดสี โดยสะเก็ดเงินที่บริเวณหนังศีรษะ จะทำให้หนังศีรษะแห้ง คัน อักเสบ ส่งผลให้รากผมอ่อนแอ และผมร่วงได้ง่าย	Psoriasis Resource Center. American Academy of Dermatology. https://www.aad.org/public/diseases/psoriasis/.	-	-	-
info	inf12	SK013	Androgenetic^Alopecia	โรคผมบาง^จากกรรมพันธุ์	โรคผมบางจากพันธุกรรม หรือ โรคผมบางที่มีรูปแบบเฉพาะ (androgenetic alopecia, pattern hair loss) เป็นภาวะผมบางที่พบได้ทั้งเพศชายและหญิง แต่จะพบในเพศชายมากกว่า โดยผมจะบางลง มีขนาดเส้นเล็กลง และบางในตำแหน่งที่มีลักษณะเฉพาะแล้วแต่บุคคล ^โดยในเพศชายส่วนใหญ่จะมีลักษณะเถิกขึ้น โดยเฉพาะที่ขมับทั้ง 2 ข้าง จะเห็นเหมือนรูป M หรือบางทั่ว ๆ บริเวณกลางศีรษะ อาจมีหรือไม่มีผมบางบริเวณด้านหน้าร่วมด้วย ^ในเพศหญิงส่วนมากจะมีการบางของผมบริเวณกลางศีรษะมากกว่าด้านหน้าผาก ส่วนน้อยที่จะมีการบางของผมในลักษณะเดียวกันกับกับเพศชาย ^โรคผมบางชนิดนี้เป็นผลมาจากพันธุกรรม ฮอร์โมนเพศชาย (Androgen) และอายุที่มากขึ้น โดยยิ่งมีอายุมากขึ้น ผมจะยิ่งบางลง	Hair Loss Resource Center. American Academy of Dermatology. https://www.aad.org/public/diseases/hair-loss.	-	-	-
info	inf13	SS004	Insomnia	อาการนอน^ไม่หลับ	นอนไม่หลับ (insomnia) เป็นภาวะหรืออาการผิดปกติของการนอนหลับ อาการมีได้หลากหลาย ทั้งไม่สามารถนอนหลับได้เลย หรือบางครั้งนอนหลับไปแล้วตื่นกลางดึก และไม่สามารถนอนหลับต่อได้อีก ตื่นเช้าไม่สดใส มีอาการง่วงนอนหรืออ่อนเพลียตอนกลางวัน ^นอนไม่หลับ ทำให้เกิดความเครียด ส่งผลให้วงจรการเจริญของเส้นผมผิดปกติ และเกิดผมร่วงได้ เช่น ภาวะ telogen effluvium ซึ่งมักเป็นชั่วคราว เมื่อความเครียดลดลง อาการจะดีขึ้นได้ นอกจากนั้น ในคนที่มีภาวะผมร่วงจากกรรมพันธุ์ (hereditary hair loss) ความเครียดจะกระตุ้นให้อาการผมร่วงเป็นเร็วขึ้น หรือเป็นมากขึ้นได้^• ฮอร์โมนเมลาโทนิน (melatonin) เป็นฮอร์โมนที่ช่วยในวงจรการนอนหลับ และนาฬิกาของร่างกาย (circadian rhythm) การนอนไม่หลับ จะทำให้ระดับเมลาโทนินลดลง และส่งผลให้เกิดผมร่วงได้	Insomnia - Overview and Facts. Sleep Education. http://sleepeducation.org/essentials-in-sleep/insomnia.	-	-	-
info	inf14	SK018	Premature^Gray	ภาวะผมหงอก^ก่อนวัย	สีผมตามธรรมชาติ เกิดจากเม็ดสี (pigment) ที่เรียกว่าเมลานิน (melanin) ซึ่งสร้างจากเซลล์ที่อยู่ใกล้รากผม โดยสีผมที่แตกต่างกัน เป็นเหตุจากชนิดและปริมาณของเมลานินที่แตกต่างกันในแต่ละคน เมื่ออายุมากขึ้น การผลิตเมลานินอาจลดลงมาก จะทำให้เกิดผมหงอก คือเส้นผมมีสีขาวหรือเทา ในกรณีที่เริ่มผมหงอกตั้งแต่อายุน้อยกว่า 20 – 30 ปี จะถือว่าผมหงอกก่อนวัย^นอกจากอายุที่มากขึ้นแล้ว ปัจจัยที่ส่งผลให้เกิดผมหงอก ได้แก่ ความเครียด การขาดสารอาหารบางชนิด การสูบบุหรี่ โรคประจำตัวบางโรค เช่น โลหิตจาง ฮอร์โมนธัยรอยด์ต่ำหรือสูงเกิน รวมถึงภาวะ oxidative stress ที่เกี่ยวข้องกับสารต้านอนุมูลอิสระ นอกจากนั้น พันธุกรรม หรือการเปลี่ยนแปลงของยีนบางยีน ก็ส่งผลต่อผมหงอก และภาวะผมหงอกก่อนวัย	What Causes Gray Hair in Men and Women?. https://health.usnews.com/health-care/patient-advice/articles/what-causes-gray-hair#expert-sources	-	-	-
info	inf15	LV007	Premature^Menopause	ภาวะหมดระดู^ก่อนวัย	Menopause มีความหมายว่าประจำเดือนครั้งสุดท้าย หลังจากนั้นจะเข้าสู่วัยหมดระดู ซึ่งเกิดจากการเปลี่ยนแปลงของฮอร์โมนในร่างกาย ไม่เกิดการตกไข่หรือมีประจำเดือนได้อีก การหมดระดูตามธรรมชาตินั้น มักจะเกิดได้ในช่วงอายุ 40-60 ปี โดยมีค่าเฉลี่ย คือ อายุ 51 ปี ภาวะหมดระดูก่อนวัย (Premature menopause) คือ ภาวะที่เข้าสู่ระยะหมดระดูหรือรังไข่ไม่ทำงานก่อนวัย หรือก่อนอายุ 40 ปี^เมื่ออยู่ในช่วงวัยหมดระดู อาจมีอาการผมบาง หรือผมร่วง จากการที่ฮอร์โมนไม่สมดุล นอกจากนั้น ความเครียด หรือการขาดสารอาหารบางประเภทในช่วงหมดระดู อาจส่งผลร่วมให้เกิดผมร่วงได้	The Menopause Years. American College of Obstetricians and Gynecologists. https://www.acog.org/patient-resources/faqs/womens-health/the-menopause-years.	-	-	-
info	inf16	SK019	Minoxidil	ยาไมนอกซิดิล	ยาไมนอกซิดิล (Minoxidil) ออกฤทธิ์โดยช่วยขยายหลอดเลือด ให้เลือดไปเลี้ยงรากผมมากขึ้น ช่วยกระตุ้นการงอกของเส้นผม ชะลอการหลุดร่วงของเส้นผม และทำให้เส้นผมมีอายุขัยนานขึ้น ใช้ได้ทั้งในผู้ชาย และผู้หญิง^มีรูปแบบทั้งชนิดรับประทาน และชนิดทา ที่ใช้ทาบริเวณที่ผมร่วงผมบาง^^ผลข้างเคียงที่อาจพบ^สำหรับชนิดรับประทาน เช่น อาการบวมที่ใบหน้า แขน ขา เวียนศีรษะ ไข้สั่น^นอกจากนี้ยังอาจทำให้ขนขึ้นที่ใบหู หรือทำให้ผมร่วงในช่วงแรกที่ใช้ยาได้^สำหรับชนิดทาอาจจะทำให้หนังศีรษะแห้งจากแอลกอฮอล์ที่ผสมอยู่ในยาทา	Suchonwanit P, Thammarucha S, Leerunyakul K. Minoxidil and its use in hair disorders: a review [published correction appears in Drug Des Devel Ther. 2020 Feb 10;14:575]. Drug Des Devel Ther. 2019;13:2777-2786.	-	-	-
info	inf17	SK020	Finasteride & Dutasteride	ยาฟิแนสเทอไรด์และดูแทสเทอไรด์	ยาฟิแนสเทอไรด์ (Finasteride) และดูแทสเทอไรด์ (Dutasteride) เป็นยาที่ใช้รักษาโรคต่อมลูกหมากโต แต่มีผลพลอยได้ในการลดผมร่วง โดยยาทั้งคู่ออกฤทธิ์โดยการยับยั้งเอนไซม์ 5-alpha reductase ซึ่งเป็นเอนไซม์ที่เปลี่ยนฮอร์โมนเทสโทสเตอโรน (testosterone) ให้เป็น DHT (dihydrotestosterone) ที่เป็นสาเหตุของอาการผมร่วง ทำให้ผมงอกใหม่ได้ดีขึ้น ผมหยุดร่วง^ยา Finasteride จะสามารถยับยั้งฮอร์โมน 5-alpha reductase ได้ประมาณ 70% ของเอนไซม์ทั้งหมด ในขณะที่ Dutasteride สามารถยับยั้งได้มากถึง 90% จึงลดการสร้าง DHT ได้มากกว่า^ปัจจุบันยา Finasteride ผ่านอย.ทั้งสำหรับการรักษาโรคต่อมลูกหมาก	Gubelin Harcha W, Barboza Martínez J, Tsai TF, et al. A randomized, active- and placebo-controlled study of the efficacy and safety of different doses of dutasteride versus placebo and finasteride in the treatment of male subjects with androgenetic alopecia. J Am Acad Dermatol. 2014;70(3):489-498.e3.	-	-	-
recom	-	-	-		-	-	-	-	-
recom	-	-	-		-	-	-	-	-
recom	rec01	SK011	Dry Skin	ภาวะผิวแห้ง	• รักษาสุขภาพให้แข็งแรง^• ดื่มน้ำให้เพียงพอ 2-3 ลิตร/วัน ^• รับประทานอาหารให้ครบ 5 หมู่ โดยเฉพาะผัก ผลไม้^• หลบแดด ทาครีมกันแดด^• ไม่อยู่ในสถานที่ที่แห้ง เย็นจัด หรือ ร้อนจัด หลีกเลี่ยงภาวะที่ทำให้เหงื่อออกมาก^• ไม่อาบน้ำอุ่น น้ำร้อนหรือเย็นจัด ไม่แช่น้ำนานเกินไป^• สบู่ควรใช้สบู่อ่อนๆ ที่มีฤทธิ์เป็นกลาง หรือ กรดอ่อนๆ ^• หลีกเลี่ยงการใช้หรือสัมผัสกับสารระคายเคือง^• เลี่ยงการสครัป การขัดผิวบ่อยๆ ^• ป้องกันและรักษาผิวแห้งโดยการทาครีมบำรุง หรือโลชั่นสม่ำเสมอ แนะนำทาหลังอาบน้ำทันที ถ้าผิวหนังยังแห้งมากควรทาเพิ่ม สามารถทาได้วันละหลายครั้ง	• รักษาสุขภาพให้แข็งแรง^• ดื่มน้ำให้เพียงพอ 2-3 ลิตร/วัน ^• ไม่อยู่ในสถานที่ที่แห้ง เย็นจัด หรือ ร้อนจัด หลีกเลี่ยงภาวะที่ทำให้เหงื่อออกมาก^• ไม่อาบน้ำอุ่น น้ำร้อนหรือเย็นจัด ไม่แช่น้ำนานเกินไป^• สบู่ควรใช้สบู่อ่อนๆ ที่มีฤทธิ์เป็นกลาง หรือ กรดอ่อนๆ หลีกเลี่ยง Foaming cleanser และไม่ควรใช้สบู่บ่อยเกินไป หากผิวแห้งแนะนำใช้ fragrance-free non-soap cleanser เช่น syndet ^• เลี่ยงการสครัป การขัดผิว^• ป้องกันและรักษาผิวแห้งโดยการทาครีมบำรุง หรือโลชั่น โดยแนะนำครีมบำรุงที่มีส่วนประกอบของ Ceramides, fatty acids, cholesterol, MLE technology ^• หากผิวแห้งมากสามารถใช้ plastic wrap หรือ แผ่น mask พันเฉพาะจุด หลังจากทาครีมบำรุงแล้ว เพื่อช่วยลดการสูญเสียน้ำทางผิวหนัง และช่วยเพิ่มการดูดซึมของผลิตภัณฑ์^• แนะนำไม่ให้ แกะ เกา เนื่องจากการเกาจะทำให้ผื่นผิวหนังที่อักเสบกำเริบเห่อมากขึ้น	-	-	-
recom	rec02	SK012	Psoriasis	สะเก็ดเงิน	• รักษาสุขภาพให้แข็งแรง^• ควบคุมน้ำหนัก^• ออกกำลังกายสม่ำเสมอ^• ไม่กินเหล้า ไม่สูบบุหรี่ ^• ลดความเครียด (Stress) ทั้งทางด้านร่างกายและจิตใจ	• รักษาสุขภาพให้แข็งแรง^• ลดความเครียด (Stress) ทั้งทางด้านร่างกายและจิตใจ^• หลีกเลี่ยงการเกาศีรษะแรงๆ หรือแปรงผมแรงๆ^• ใช้แชมพูที่มี salicylic acid ที่จะช่วยให้ขุยที่หนังศีรษะหลุดง่าย และใช้ conditioner สระผมตาม เพื่อเพิ่มความชุ่มชื้น^• ปรึกษาแพทย์เมื่อมีอาการ	-	-	-
